"posts";"forum_id";"thread_id";"title";"url"
473;193157;1767502103;"Gamers gear up for 'Grand Theft Auto V'";"http://www.cnn.com/2013/09/16/tech/gaming-gadgets/grand-theft-auto-v-release/index.html"
2506;193157;1766748397;"The real problems with Obamacare";"http://www.cnn.com/2013/09/16/opinion/frum-obamacare-flaws/index.html"
243;193157;1770288725;"Talking to kids about D.C. Navy Yard shootings a tough task for parents";"http://www.cnn.com/2013/09/17/living/parents-dc-moms-talking-to-kids-tragedy/index.html"
287;193157;1755883141;"What you need to know about synthetic drugs";"http://www.cnn.com/2013/09/13/health/synthetic-drugs-7-things/index.html"
38729;193157;1781027519;"House vote begins latest shutdown battle in Congress";"http://www.cnn.com/2013/09/20/politics/congress-spending-showdown/index.html"
320;193157;1785071317;"Chinese court due to announce verdict in trial of disgraced politician Bo Xilai";"http://www.cnn.com/2013/09/21/world/asia/china-bo-xilai-verdict/index.html"
944;193157;1755826443;"Is diplomacy the harder solution in Syria?";"http://www.cnn.com/2013/09/13/opinion/marks-diplomacy-boots-on-the-ground/index.html"
148;193157;1747113046;"Girl, 3, starved to death, weighed 11 pounds, police say; parents charged ";"http://www.cnn.com/2013/09/10/justice/pennsylvania-girl-starving-death/index.html"
3088;193157;1766743779;"A reversal for GOP and Democrats";"http://www.cnn.com/2013/09/16/opinion/avlon-cnn-poll/index.html"
5304;193157;1757382960;"Proud mom, model student among 4 found killed in Tennessee";"http://www.cnn.com/2013/09/13/us/tennessee-slaying-victims/index.html"
1973;193157;1783269913;"Syrian opposition rejects Rouhani's offer to broker peace deal ";"http://www.cnn.com/2013/09/21/world/meast/syria-unrest/index.html"
430;193157;1785290295;"Nike co-founder, wife pledge to match if $500 million raised for cancer research";"http://www.cnn.com/2013/09/21/health/knight-cancer-research/index.html"
227;193157;1751052779;"What's next for Prince William? We'll find out today";"http://www.cnn.com/2013/09/12/world/africa/prince-william-future-plans/index.html"
9225;193157;1769015309;"Navy Yard shooting: What we know and don't know";"http://www.cnn.com/2013/09/17/us/navy-yard-shooting-knowns-unknowns/index.html"
4955;193157;1778728612;"Congress: will it be a government shutdown or budget compromise?";"http://www.cnn.com/2013/09/19/politics/congress-shutdown-scenarios/index.html"
1186;193157;1780850073;"Israelis worry not about al-Assad, but about the 'Persian bazaar'";"http://www.cnn.com/2013/09/20/world/meast/israel-iran-syria/index.html"
405;193157;1756428694;"Judge rules IKEA monkey must remain at sanctuary";"http://www.cnn.com/2013/09/13/us/ikea-monkey-lawsuit/index.html"
186;193157;1780647245;"Emmys 2013: Who should win vs. who will win";"http://www.cnn.com/2013/09/20/showbiz/predicting-the-emmys-2013/index.html"
1336;193157;1781619711;"How much is too much exercise when you're pregnant?";"http://www.cnn.com/2013/09/20/health/pregnant-woman-weightlifter-crossfit/index.html"
